100	-274.9	0.0	3.13	1.0	0.0	0.0	0.0
200	-270.28	0.0	3.07	1.0	0.0	0.0	0.0
300	-270.11	0.01	3.25	1.0	0.0	0.0	0.0
400	-284.56	0.0	3.09	1.0	0.0	0.0	0.0
500	-276.28	0.01	2.99	1.0	0.0	0.0	0.0
600	-275.01	0.0	3.22	1.0	0.0	0.0	0.0
700	-271.16	0.0	3.39	1.0	0.0	0.0	0.0
800	-280.06	0.0	3.35	1.0	0.0	0.0	0.0
900	-261.9	0.0	3.25	1.0	0.0	0.0	0.0
1000	-280.44	0.01	3.13	1.0	0.0	0.0	0.0
1100	-262.72	0.01	3.23	1.0	0.0	0.0	0.0
1200	-271.56	0.0	3.09	1.0	0.0	0.0	0.0
1300	-274.33	0.0	3.41	1.0	0.0	0.0	0.0
1400	-264.21	0.0	3.25	1.0	0.0	0.0	0.0
1500	-269.49	0.0	3.35	1.0	0.0	0.0	0.0
1600	-266.83	0.01	3.15	1.0	0.0	0.0	0.0
1700	-277.05	0.01	3.18	1.0	0.0	0.0	0.0
1800	-262.27	0.02	3.26	1.0	0.0	0.0	0.0
1900	-261.64	0.0	3.19	1.0	0.0	0.0	0.0
2000	-271.38	0.02	3.23	1.0	0.0	0.0	0.0
2100	-263.69	0.01	3.33	1.0	0.0	0.0	0.0
2200	-269.16	0.01	3.36	1.0	0.0	0.0	0.0
2300	-251.01	0.01	3.55	1.0	0.0	0.0	0.0
2400	-274.7	0.01	3.16	1.0	0.0	0.0	0.0
2500	-281.28	0.0	3.22	1.0	0.0	0.0	0.0
2600	-269.73	0.01	3.44	1.0	0.0	0.0	0.0
2700	-261.59	0.0	3.29	1.0	0.0	0.0	0.0
2800	-258.13	0.01	3.31	1.0	0.0	0.0	0.0
2900	-270.57	0.0	3.12	1.0	0.0	0.0	0.0
3000	-252.67	0.07	3.59	0.99	0.0	0.01	0.0
3100	-265.31	0.0	3.38	1.0	0.0	0.0	0.0
3200	-256.98	0.0	3.38	1.0	0.0	0.0	0.0
3300	-261.67	0.01	3.55	1.0	0.0	0.0	0.0
3400	-259.65	0.01	3.22	1.0	0.0	0.0	0.0
3500	-250.34	0.02	3.48	1.0	0.0	0.0	0.0
3600	-266.14	0.01	3.39	1.0	0.0	0.0	0.0
3700	-265.06	0.0	3.41	1.0	0.0	0.0	0.0
3800	-257.18	0.02	3.45	1.0	0.0	0.0	0.0
3900	-254.99	0.01	3.58	1.0	0.0	0.0	0.0
4000	-257.21	0.0	3.57	1.0	0.0	0.0	0.0
4100	-260.73	0.0	3.2	1.0	0.0	0.0	0.0
4200	-262.48	0.03	3.17	1.0	0.0	0.0	0.0
4300	-258.08	0.0	3.42	1.0	0.0	0.0	0.0
4400	-260.82	0.01	3.66	1.0	0.0	0.0	0.0
4500	-256.29	0.0	3.29	1.0	0.0	0.0	0.0
4600	-254.41	0.0	3.45	1.0	0.0	0.0	0.0
4700	-262.32	0.01	3.25	1.0	0.0	0.0	0.0
4800	-255.18	0.0	3.53	1.0	0.0	0.0	0.0
4900	-253.65	0.03	3.68	1.0	0.0	0.0	0.0
5000	-251.8	0.01	3.73	1.0	0.0	0.0	0.0
5100	-251.61	0.02	3.37	1.0	0.0	0.0	0.0
5200	-254.43	0.01	3.59	1.0	0.0	0.0	0.0
5300	-247.09	0.05	3.76	1.0	0.0	0.0	0.0
5400	-263.05	0.0	3.19	1.0	0.0	0.0	0.0
5500	-250.84	0.01	3.54	1.0	0.0	0.0	0.0
5600	-251.34	0.03	3.63	1.0	0.0	0.0	0.0
5700	-249.27	0.02	3.65	1.0	0.0	0.0	0.0
5800	-234.24	0.06	3.95	1.0	0.0	0.0	0.0
5900	-254.51	0.01	3.78	1.0	0.0	0.0	0.0
6000	-242.61	0.02	3.76	1.0	0.0	0.0	0.0
6100	-254.23	0.01	3.59	1.0	0.0	0.0	0.0
6200	-242.31	0.0	3.61	1.0	0.0	0.0	0.0
6300	-250.42	0.03	3.62	1.0	0.0	0.0	0.0
6400	-236.81	0.01	3.83	1.0	0.0	0.0	0.0
6500	-247.05	0.03	3.71	1.0	0.0	0.0	0.0
6600	-257.07	0.01	3.47	1.0	0.0	0.0	0.0
6700	-254.17	0.02	3.58	1.0	0.0	0.0	0.0
6800	-246.64	0.02	3.58	1.0	0.0	0.0	0.0
6900	-238.97	0.01	3.95	1.0	0.0	0.0	0.0
7000	-242.31	0.02	3.86	1.0	0.0	0.0	0.0
7100	-240.73	0.03	4.09	1.0	0.0	0.0	0.0
7200	-230.77	0.03	3.99	1.0	0.0	0.0	0.0
7300	-246.19	0.02	3.64	0.99	0.0	0.01	0.0
7400	-239.35	0.02	3.8	1.0	0.0	0.0	0.0
7500	-248.15	0.03	3.77	1.0	0.0	0.0	0.0
7600	-233.95	0.02	3.82	1.0	0.0	0.0	0.0
7700	-216.91	0.06	4.71	1.0	0.0	0.0	0.0
7800	-232.89	0.05	3.9	1.0	0.0	0.0	0.0
7900	-242.53	0.0	3.91	1.0	0.0	0.0	0.0
8000	-239.41	0.02	3.99	1.0	0.0	0.0	0.0
8100	-231.12	0.01	3.82	1.0	0.0	0.0	0.0
8200	-239.73	0.03	3.66	1.0	0.0	0.0	0.0
8300	-229.16	0.01	4.23	1.0	0.0	0.0	0.0
8400	-218.54	0.08	4.35	0.99	0.0	0.01	0.0
8500	-237.26	0.01	3.91	1.0	0.0	0.0	0.0
8600	-231.45	0.04	4.01	1.0	0.0	0.0	0.0
8700	-231.41	0.01	4.16	1.0	0.0	0.0	0.0
8800	-238.75	0.04	3.85	1.0	0.0	0.0	0.0
8900	-247.07	0.02	3.62	1.0	0.0	0.0	0.0
9000	-218.0	0.04	4.4	1.0	0.0	0.0	0.0
9100	-243.43	0.03	3.74	1.0	0.0	0.0	0.0
9200	-239.42	0.01	3.77	1.0	0.0	0.0	0.0
9300	-237.0	0.02	3.8	0.99	0.0	0.01	0.0
9400	-228.46	0.02	3.93	1.0	0.0	0.0	0.0
9500	-219.42	0.05	4.46	0.99	0.0	0.01	0.0
9600	-226.81	0.04	4.0	1.0	0.0	0.0	0.0
9700	-225.16	0.04	4.28	0.99	0.0	0.01	0.0
9800	-227.05	0.02	4.4	1.0	0.0	0.0	0.0
9900	-237.93	0.05	3.99	1.0	0.0	0.0	0.0
10000	-232.4	0.01	3.94	1.0	0.0	0.0	0.0
10100	-235.16	0.02	4.02	1.0	0.0	0.0	0.0
10200	-233.06	0.04	3.86	1.0	0.0	0.0	0.0
10300	-231.09	0.05	3.93	1.0	0.0	0.0	0.0
10400	-231.01	0.05	4.11	0.99	0.0	0.01	0.0
10500	-215.06	0.03	4.28	1.0	0.0	0.0	0.0
10600	-229.22	0.04	4.16	1.0	0.0	0.0	0.0
10700	-227.66	0.03	3.77	1.0	0.0	0.0	0.0
10800	-230.78	0.04	4.02	1.0	0.0	0.0	0.0
10900	-219.21	0.04	4.13	0.99	0.0	0.01	0.0
11000	-228.0	0.05	4.44	0.99	0.0	0.01	0.0
11100	-229.62	0.03	4.28	1.0	0.0	0.0	0.0
11200	-174.78	0.09	4.58	1.0	0.0	0.0	0.0
11300	-203.22	0.08	4.9	0.99	0.0	0.01	0.0
11400	-221.73	0.06	4.05	1.0	0.0	0.0	0.0
11500	-238.56	0.05	4.03	1.0	0.0	0.0	0.0
11600	-220.45	0.03	4.56	0.99	0.0	0.01	0.0
11700	-222.29	0.04	4.62	1.0	0.0	0.0	0.0
11800	-231.71	0.04	3.82	1.0	0.0	0.0	0.0
11900	-234.56	0.02	3.89	1.0	0.0	0.0	0.0
12000	-198.28	0.1	4.87	0.99	0.0	0.01	0.0
12100	-219.15	0.05	4.36	1.0	0.0	0.0	0.0
12200	-221.55	0.05	4.31	0.99	0.0	0.01	0.0
12300	-220.6	0.04	4.08	0.99	0.0	0.01	0.0
12400	-208.6	0.06	4.5	1.0	0.0	0.0	0.0
12500	-211.05	0.01	4.7	1.0	0.0	0.0	0.0
12600	-189.4	0.09	4.74	1.0	0.0	0.0	0.0
12700	-198.37	0.05	4.94	0.99	0.0	0.01	0.0
12800	-222.49	0.06	4.61	1.0	0.0	0.0	0.0
12900	-217.24	0.05	4.5	1.0	0.0	0.0	0.0
13000	-212.59	0.08	4.55	0.98	0.0	0.02	0.0
13100	-157.96	0.09	4.33	0.98	0.0	0.02	0.0
13200	-240.33	0.03	3.97	1.0	0.0	0.0	0.0
13300	-216.55	0.08	4.66	0.99	0.0	0.01	0.0
13400	-203.37	0.08	4.88	1.0	0.0	0.0	0.0
13500	-212.5	0.05	4.22	1.0	0.0	0.0	0.0
13600	-216.89	0.06	4.29	0.99	0.0	0.01	0.0
13700	-193.46	0.08	5.13	1.0	0.0	0.0	0.0
13800	-181.21	0.09	4.8	0.99	0.0	0.01	0.0
13900	-206.33	0.04	4.89	1.0	0.0	0.0	0.0
14000	-186.86	0.09	4.71	0.99	0.0	0.01	0.0
14100	-208.65	0.06	4.59	1.0	0.0	0.0	0.0
14200	-193.31	0.07	5.07	0.99	0.0	0.01	0.0
14300	-217.94	0.06	4.48	1.0	0.0	0.0	0.0
14400	-212.96	0.04	4.26	1.0	0.0	0.0	0.0
14500	-215.11	0.01	4.46	1.0	0.0	0.0	0.0
14600	-142.67	0.13	5.3	0.99	0.0	0.01	0.0
14700	-209.15	0.06	4.46	1.0	0.0	0.0	0.0
14800	-209.18	0.05	4.69	0.99	0.0	0.01	0.0
14900	-175.85	0.09	5.2	1.0	0.0	0.0	0.0
15000	-138.89	0.1	4.75	1.0	0.0	0.0	0.0
15100	-197.45	0.06	5.04	1.0	0.0	0.0	0.0
15200	-195.85	0.06	4.99	0.99	0.0	0.01	0.0
15300	-193.38	0.07	4.77	0.99	0.0	0.01	0.0
15400	-205.97	0.07	4.52	1.0	0.0	0.0	0.0
15500	-185.19	0.08	5.0	1.0	0.0	0.0	0.0
15600	-201.84	0.04	4.48	1.0	0.0	0.0	0.0
15700	-187.76	0.03	5.25	0.99	0.0	0.01	0.0
15800	-203.48	0.11	4.7	0.99	0.0	0.01	0.0
15900	-214.77	0.06	4.19	1.0	0.0	0.0	0.0
16000	-182.31	0.1	5.04	1.0	0.0	0.0	0.0
16100	-193.69	0.07	4.74	0.97	0.0	0.03	0.0
16200	-176.44	0.09	5.12	1.0	0.0	0.0	0.0
16300	-194.5	0.11	5.27	0.99	0.0	0.01	0.0
16400	-180.72	0.12	5.17	1.0	0.0	0.0	0.0
16500	-203.91	0.06	4.64	1.0	0.0	0.0	0.0
16600	-166.04	0.14	5.16	1.0	0.0	0.0	0.0
16700	-121.26	0.13	5.65	1.0	0.0	0.0	0.0
16800	-152.66	0.13	5.32	0.99	0.0	0.01	0.0
16900	-177.72	0.1	4.35	1.0	0.0	0.0	0.0
17000	-172.41	0.1	5.01	0.99	0.0	0.01	0.0
17100	-194.6	0.09	4.82	1.0	0.0	0.0	0.0
17200	-199.21	0.1	4.68	0.99	0.0	0.01	0.0
17300	-155.58	0.12	5.15	0.99	0.0	0.01	0.0
17400	-191.46	0.11	4.63	1.0	0.0	0.0	0.0
17500	-176.61	0.1	5.37	0.99	0.0	0.01	0.0
17600	-180.35	0.08	5.1	1.0	0.0	0.0	0.0
17700	-152.72	0.07	5.96	0.98	0.01	0.02	0.0
17800	-149.05	0.13	4.92	0.99	0.0	0.01	0.0
17900	-171.27	0.12	5.31	0.99	0.0	0.01	0.0
18000	-104.97	0.12	6.13	1.0	0.0	0.0	0.0
18100	-140.93	0.15	5.4	0.98	0.0	0.02	0.0
18200	-156.04	0.16	5.54	0.99	0.0	0.01	0.0
18300	-179.78	0.11	5.34	0.99	0.0	0.01	0.0
18400	-174.7	0.1	4.88	1.0	0.0	0.0	0.0
18500	-140.2	0.17	6.14	0.99	0.0	0.01	0.0
18600	-148.64	0.14	5.98	1.0	0.0	0.0	0.0
18700	-200.14	0.09	4.63	1.0	0.0	0.0	0.0
18800	-178.02	0.08	5.25	1.0	0.0	0.0	0.0
18900	-116.18	0.15	6.0	0.98	0.0	0.02	0.0
19000	-172.92	0.11	5.25	1.0	0.0	0.0	0.0
19100	-171.17	0.08	5.34	1.0	0.0	0.0	0.0
19200	-135.83	0.12	6.11	0.97	0.0	0.03	0.0
19300	-147.28	0.09	5.39	0.99	0.0	0.01	0.0
19400	-128.59	0.15	6.46	1.0	0.0	0.0	0.0
19500	-166.66	0.06	5.42	0.98	0.0	0.02	0.0
19600	-167.18	0.09	5.78	1.0	0.0	0.0	0.0
19700	-151.17	0.08	5.88	0.98	0.0	0.02	0.0
19800	-111.14	0.17	6.08	1.0	0.0	0.0	0.0
19900	-123.2	0.23	6.06	0.99	0.0	0.01	0.0
20000	-172.74	0.07	5.25	0.98	0.0	0.02	0.0
20100	-85.75	0.14	6.55	0.98	0.0	0.02	0.0
20200	-102.89	0.17	6.33	0.98	0.0	0.02	0.0
20300	-177.11	0.08	5.54	1.0	0.0	0.0	0.0
20400	-150.28	0.12	6.21	0.99	0.0	0.01	0.0
20500	-162.38	0.13	5.9	0.97	0.0	0.03	0.0
20600	-170.14	0.14	5.59	0.99	0.0	0.01	0.0
20700	-179.37	0.08	5.23	1.0	0.0	0.0	0.0
20800	-151.76	0.13	5.72	0.98	0.0	0.02	0.0
20900	-181.87	0.07	5.28	1.0	0.0	0.0	0.0
21000	-53.32	0.14	7.01	0.99	0.0	0.01	0.0
21100	-138.55	0.2	5.71	1.0	0.0	0.0	0.0
21200	-159.61	0.06	5.93	1.0	0.0	0.0	0.0
21300	-105.82	0.21	6.64	0.97	0.0	0.03	0.0
21400	-133.98	0.11	5.72	1.0	0.0	0.0	0.0
21500	-142.69	0.18	5.93	0.98	0.0	0.02	0.0
21600	-119.4	0.1	6.44	0.99	0.0	0.01	0.0
21700	-153.79	0.1	5.48	1.0	0.0	0.0	0.0
21800	-117.04	0.18	6.1	0.99	0.01	0.01	0.0
21900	-150.96	0.11	5.93	0.99	0.0	0.01	0.0
22000	-114.42	0.17	6.94	1.0	0.0	0.0	0.0
22100	-126.89	0.1	5.79	0.98	0.0	0.02	0.0
22200	-103.87	0.14	6.93	0.99	0.0	0.01	0.0
22300	-138.89	0.09	5.42	0.97	0.0	0.03	0.0
22400	-128.42	0.11	5.67	0.99	0.0	0.01	0.0
